,location,total_sqft,bath,price,bhk
571,BTM 2nd Stage,1200,2.0,80.0,2
572,BTM 2nd Stage,1274,2.0,70.0,2
573,BTM 2nd Stage,1250,3.0,50.0,3
574,BTM 2nd Stage,1070,2.0,48.0,2
575,BTM 2nd Stage,1280,2.0,80.0,2
576,BTM 2nd Stage,1100,2.0,70.0,2
577,BTM 2nd Stage,1000,2.0,58.0,2
578,BTM 2nd Stage,2990,5.0,416.0,5
579,BTM 2nd Stage,1265,2.0,55.0,2
580,BTM 2nd Stage,2200,3.0,220.0,3
581,BTM 2nd Stage,2780,4.0,325.0,3
582,BTM 2nd Stage,2400,2.0,360.0,3
583,BTM 2nd Stage,965,2.0,56.0,2
584,BTM 2nd Stage,1147,2.0,75.0,2
585,BTM 2nd Stage,1750,3.0,172.0,3
586,BTM 2nd Stage,1400,2.0,90.0,2
587,BTM 2nd Stage,1200,2.0,70.0,2
588,BTM 2nd Stage,1100,2.0,47.0,2
589,BTM 2nd Stage,930,2.0,46.0,2
590,BTM 2nd Stage,1265,2.0,55.0,3
591,BTM 2nd Stage,2500,3.0,345.0,3
592,BTM Layout,1150,2.0,63.0,2
593,BTM Layout,3300,6.0,165.0,6
594,BTM Layout,1450,2.0,81.0,3
595,BTM Layout,1776,2.0,75.0,3
596,BTM Layout,1458,3.0,79.0,3
597,BTM Layout,935,2.0,51.5,2
598,BTM Layout,1020,2.0,46.5,2
599,BTM Layout,1600,3.0,112.0,3
600,BTM Layout,1300,2.0,75.0,3
601,BTM Layout,1540,2.0,78.0,3
602,BTM Layout,450,1.0,20.0,1
603,BTM Layout,1196,2.0,56.81,2
604,BTM Layout,1470,2.0,99.0,3
605,Babusapalaya,1358,2.0,43.4,3
606,Babusapalaya,1213,2.0,41.39,3
607,Babusapalaya,1611,2.0,66.0,3
608,Babusapalaya,1167,2.0,39.98,3
609,Babusapalaya,1675,3.0,75.0,3
610,Babusapalaya,1141,2.0,46.0,2
611,Babusapalaya,1500,2.0,57.0,2
612,Babusapalaya,1453,2.0,43.59,3
613,Babusapalaya,1050,2.0,45.0,2
614,Babusapalaya,1141,2.0,45.9,2
615,Babusapalaya,1358,2.0,43.1,3
616,Babusapalaya,1230,3.0,53.0,3
617,Babusapalaya,1105,2.0,40.0,2
618,Babusapalaya,1410,2.0,65.0,3
619,Babusapalaya,1450,2.0,55.99,2
620,Babusapalaya,1100,2.0,38.0,2
621,Babusapalaya,1213,2.0,36.37,3
622,Babusapalaya,1061,2.0,33.84,2
623,Babusapalaya,1061,2.0,38.95,2
624,Babusapalaya,1061,2.0,34.0,2
625,Babusapalaya,1245,2.0,58.0,2
626,Badavala Nagar,1494,2.0,94.55,3
627,Badavala Nagar,1274,2.0,81.0,2
628,Badavala Nagar,1842,3.0,115.0,3
629,Badavala Nagar,1494,2.0,94.55,3
630,Badavala Nagar,1274,2.0,81.0,2
631,Badavala Nagar,1494,2.0,94.55,3
632,Badavala Nagar,1842,3.0,115.0,3
633,Badavala Nagar,1842,3.0,115.0,3
634,Badavala Nagar,1842,3.0,115.0,3
635,Balagere,1210,2.0,80.9,2
636,Balagere,1210,2.0,72.0,2
637,Balagere,1205,2.0,78.5,2
638,Balagere,1145,2.0,65.0,2
639,Balagere,1012,2.0,54.59,2
640,Balagere,1007,2.0,65.0,2
641,Balagere,1205,2.0,70.0,2
642,Balagere,1210,2.0,74.0,2
643,Balagere,1210,2.0,83.0,2
644,Balagere,675,1.0,45.0,1
645,Balagere,656,1.0,43.0,1
646,Balagere,1012,2.0,54.59,2
647,Balagere,1012,2.0,64.0,2
648,Balagere,1007,2.0,62.0,2
649,Balagere,1007,2.0,67.0,2
650,Balagere,1007,2.0,66.0,2
651,Balagere,1205,2.0,63.86,2
652,Balagere,1012,2.0,53.58,2
653,Balagere,645,1.0,34.18,1
654,Balagere,1007,2.0,53.0,2
655,Balagere,1210,2.0,69.0,2
656,Balagere,1012,2.0,65.0,2
657,Balagere,656,1.0,38.77,1
658,Balagere,645,1.0,39.0,1
659,Balagere,645,1.0,41.0,1
660,Balagere,1210,2.0,82.0,2
661,Balagere,656,1.0,34.77,1
662,Balagere,1205,2.0,73.87,2
663,Balagere,1012,2.0,70.0,2
664,Balagere,1007,2.0,68.0,2
665,Balagere,1205,2.0,67.0,2
666,Balagere,1205,2.0,79.0,2
667,Balagere,1012,2.0,68.0,2
668,Banashankari,1200,2.0,42.0,3
669,Banashankari,1077,2.0,37.64,2
670,Banashankari,1470,2.0,88.64,3
671,Banashankari,1300,2.0,75.0,3
672,Banashankari,1800,3.0,115.0,3
673,Banashankari,1125,2.0,63.0,2
674,Banashankari,1340,2.0,53.6,3
675,Banashankari,1310,2.0,80.0,2
676,Banashankari,2600,4.0,135.0,3
677,Banashankari,1900,2.0,170.0,3
678,Banashankari,1260,2.0,75.0,2
679,Banashankari,1170,2.0,46.79,2
680,Banashankari,2500,4.0,95.0,4
681,Banashankari,1350,2.0,83.0,3
682,Banashankari,1425,3.0,49.88,3
683,Banashankari,1330,2.0,78.0,2
684,Banashankari,1400,2.0,78.0,3
685,Banashankari,1700,3.0,125.0,3
686,Banashankari,1020,2.0,40.79,2
687,Banashankari,1600,2.0,63.98,2
688,Banashankari,1041,2.0,36.44,2
689,Banashankari,2400,1.0,200.0,1
690,Banashankari,1390,2.0,86.0,2
691,Banashankari,1460,2.0,70.0,2
692,Banashankari,1200,2.0,60.0,2
693,Banashankari,1290,2.0,80.0,2
694,Banashankari,2582,5.0,250.0,3
695,Banashankari,1186,2.0,65.0,2
696,Banashankari,1650,3.0,101.0,3
697,Banashankari,1300,2.0,55.0,3
698,Banashankari,1181,2.0,75.0,2
699,Banashankari,1105,2.0,90.0,2
700,Banashankari,720,1.0,60.0,1
701,Banashankari,1040,2.0,45.0,2
702,Banashankari,1330,2.0,77.0,2
703,Banashankari,1200,2.0,49.0,2
704,Banashankari,1185,2.0,67.0,2
705,Banashankari,1000,2.0,50.0,2
706,Banashankari,1650,3.0,90.75,3
707,Banashankari,1650,3.0,101.0,3
708,Banashankari,1310,2.0,80.43,2
709,Banashankari,600,1.0,27.0,2
710,Banashankari,1430,2.0,87.8,2
711,Banashankari,1020,2.0,42.83,2
712,Banashankari,1372,2.0,48.02,3
713,Banashankari,1540,3.0,80.0,3
714,Banashankari,1195,2.0,35.84,2
715,Banashankari,1683,3.0,115.0,3
716,Banashankari,1800,3.0,125.0,3
717,Banashankari,1175,2.0,41.13,2
718,Banashankari,1750,2.0,89.0,3
719,Banashankari,1800,3.0,175.0,3
720,Banashankari,1450,2.0,50.75,2
721,Banashankari,1770,3.0,108.0,3
722,Banashankari,1800,3.0,125.0,3
723,Banashankari,1200,2.0,42.0,3
724,Banashankari,1420,3.0,66.0,3
725,Banashankari,1200,3.0,74.52,3
726,Banashankari,1100,2.0,63.0,2
727,Banashankari,1020,2.0,40.79,2
728,Banashankari,1260,2.0,75.0,2
729,Banashankari,1340,2.0,53.6,3
730,Banashankari,1426,3.0,85.0,3
731,Banashankari Stage II,1700,2.0,150.0,2
732,Banashankari Stage II,1200,2.0,150.0,4
733,Banashankari Stage II,1500,2.0,120.0,3
734,Banashankari Stage II,2400,3.0,510.0,5
735,Banashankari Stage II,1240,2.0,59.52,3
736,Banashankari Stage II,1250,2.0,110.0,2
737,Banashankari Stage II,1260,2.0,95.0,3
738,Banashankari Stage II,2400,2.0,300.0,3
739,Banashankari Stage II,1400,2.0,100.0,2
740,Banashankari Stage II,2800,3.0,425.0,5
741,Banashankari Stage II,3000,3.0,450.0,3
742,Banashankari Stage II,1200,2.0,198.0,3
743,Banashankari Stage II,1245,2.0,125.0,2
744,Banashankari Stage III,1305,2.0,58.7,3
745,Banashankari Stage III,1145,2.0,58.4,2
746,Banashankari Stage III,1650,3.0,118.0,3
747,Banashankari Stage III,2400,4.0,240.0,4
748,Banashankari Stage III,1350,2.0,68.0,3
749,Banashankari Stage III,2000,4.0,100.0,4
750,Banashankari Stage III,1305,2.0,59.0,3
751,Banashankari Stage III,1305,2.0,60.0,3
752,Banashankari Stage III,1200,2.0,42.0,2
753,Banashankari Stage III,1305,2.0,59.0,3
754,Banashankari Stage III,1480,3.0,75.48,3
755,Banashankari Stage III,1305,2.0,59.0,3
756,Banashankari Stage III,1304,2.0,111.0,2
757,Banashankari Stage III,3000,6.0,150.0,6
758,Banashankari Stage III,1085,2.0,50.0,2
759,Banashankari Stage III,1500,2.0,100.0,3
760,Banashankari Stage III,2100,3.0,147.0,4
761,Banashankari Stage III,1420,2.0,95.0,3
762,Banashankari Stage V,1300,2.0,58.5,3
763,Banashankari Stage V,1305,2.0,49.0,3
764,Banashankari Stage V,1035,2.0,35.77,2
765,Banashankari Stage V,1355,2.0,61.0,3
766,Banashankari Stage V,1510,3.0,47.57,3
767,Banashankari Stage V,1650,3.0,51.98,3
768,Banashankari Stage V,1630,3.0,51.35,3
769,Banashankari Stage V,1510,3.0,47.57,3
770,Banashankari Stage V,1315,2.0,49.0,3
771,Banashankari Stage V,1540,3.0,48.51,3
772,Banashankari Stage V,920,2.0,41.5,2
773,Banashankari Stage VI,4800,4.0,190.0,4
774,Banashankari Stage VI,2800,4.0,89.0,4
775,Banashankari Stage VI,2200,4.0,195.0,4
776,Banashankari Stage VI,1160,2.0,59.0,2
777,Banashankari Stage VI,1180,2.0,59.47,2
778,Banashankari Stage VI,1423,2.0,71.73,3
779,Banashankari Stage VI,1392,3.0,69.46,3
780,Banashankari Stage VI,4800,3.0,200.0,4
781,Banaswadi,1184,2.0,53.0,2
782,Banaswadi,1145,2.0,55.0,2
783,Banaswadi,1250,2.0,60.0,2
784,Banaswadi,1365,2.0,73.0,2
785,Banaswadi,1903,6.0,140.0,5
786,Banaswadi,1222,2.0,80.0,2
787,Banaswadi,870,2.0,38.0,2
788,Banaswadi,1200,2.0,60.0,2
789,Banaswadi,1600,3.0,74.5,3
790,Banaswadi,527,1.0,35.0,1
791,Banaswadi,1340,2.0,73.0,2
792,Banaswadi,1008,2.0,52.0,2
793,Banaswadi,1105,2.0,57.0,2
794,Banjara Layout,1200,2.0,70.0,2
795,Banjara Layout,1050,2.0,64.8,2
796,Banjara Layout,753,3.0,59.5,2
797,Banjara Layout,2500,4.0,140.0,3
798,Bannerghatta,3012,6.0,250.0,4
799,Bannerghatta,1665,3.0,110.0,3
800,Bannerghatta,2370,4.0,195.0,3
801,Bannerghatta,1100,2.0,66.0,2
802,Bannerghatta,1113,2.0,70.0,2
803,Bannerghatta,1200,2.0,73.2,2
804,Bannerghatta,1070,2.0,87.0,2
805,Bannerghatta,1776,3.0,124.0,3
806,Bannerghatta,1776,3.0,150.0,3
807,Bannerghatta Road,500,1.0,18.5,1
808,Bannerghatta Road,1050,2.0,65.0,2
809,Bannerghatta Road,1200,2.0,125.0,4
810,Bannerghatta Road,1170,2.0,66.0,3
811,Bannerghatta Road,595,1.0,33.32,1
812,Bannerghatta Road,1445,3.0,95.0,3
813,Bannerghatta Road,1640,2.0,120.0,3
814,Bannerghatta Road,1380,3.0,58.0,4
815,Bannerghatta Road,1460,2.0,90.0,3
816,Bannerghatta Road,1556,2.0,59.13,3
817,Bannerghatta Road,1179,2.0,66.02,2
818,Bannerghatta Road,793,2.0,45.0,2
819,Bannerghatta Road,1484,3.0,52.5,3
820,Bannerghatta Road,1400,2.0,78.0,2
821,Bannerghatta Road,2700,5.0,158.0,5
822,Bannerghatta Road,1215,2.0,50.0,2
823,Bannerghatta Road,1654,3.0,100.0,3
824,Bannerghatta Road,1181,2.0,55.0,2
825,Bannerghatta Road,1460,2.0,72.0,3
826,Bannerghatta Road,1200,2.0,75.0,2
827,Bannerghatta Road,1760,3.0,67.0,3
828,Bannerghatta Road,595,1.0,31.83,1
829,Bannerghatta Road,1105,2.0,51.0,2
830,Bannerghatta Road,1255,2.0,65.26,2
831,Bannerghatta Road,1550,3.0,78.0,3
832,Bannerghatta Road,1550,3.0,82.0,3
833,Bannerghatta Road,1550,2.0,75.0,3
834,Bannerghatta Road,1650,3.0,122.0,3
835,Bannerghatta Road,912,2.0,55.0,2
836,Bannerghatta Road,1218,2.0,73.0,2
837,Bannerghatta Road,1427,2.0,48.51,3
838,Bannerghatta Road,1115,2.0,65.12,2
839,Bannerghatta Road,1344,2.0,42.0,3
840,Bannerghatta Road,1893,3.0,100.0,3
841,Bannerghatta Road,1600,3.0,95.0,3
842,Bannerghatta Road,1275,2.0,65.0,2
843,Bannerghatta Road,892,2.0,39.0,2
844,Bannerghatta Road,1880,3.0,95.0,3
845,Bannerghatta Road,1260,2.0,70.0,2
846,Bannerghatta Road,1788,3.0,90.0,3
847,Bannerghatta Road,1157,2.0,40.0,2
848,Bannerghatta Road,1150,2.0,65.0,2
849,Bannerghatta Road,10000,4.0,450.0,4
850,Bannerghatta Road,1100,2.0,39.0,2
851,Bannerghatta Road,1400,3.0,68.0,3
852,Bannerghatta Road,1725,3.0,110.0,3
853,Bannerghatta Road,1850,6.0,150.0,6
854,Bannerghatta Road,9000,4.0,390.0,3
855,Bannerghatta Road,950,2.0,38.0,2
856,Bannerghatta Road,1220,2.0,80.0,2
857,Bannerghatta Road,1130,2.0,78.0,2
858,Bannerghatta Road,1350,2.0,51.0,3
859,Bannerghatta Road,1486,3.0,83.22,3
860,Bannerghatta Road,1460,2.0,75.0,3
861,Bannerghatta Road,1015,2.0,48.0,2
862,Bannerghatta Road,1115,2.0,61.0,2
863,Bannerghatta Road,1136,2.0,48.0,2
864,Bannerghatta Road,2700,4.0,260.0,4
865,Bannerghatta Road,1200,2.0,69.0,3
866,Bannerghatta Road,1465,2.0,76.0,3
867,Bannerghatta Road,1200,2.0,65.0,2
868,Bannerghatta Road,1240,2.0,65.0,2
869,Bannerghatta Road,1476,3.0,125.0,3
870,Bannerghatta Road,1100,2.0,52.0,3
871,Bannerghatta Road,1465,2.0,45.87,3
872,Bannerghatta Road,1268,2.0,69.0,2
873,Bannerghatta Road,1450,2.0,87.0,3
874,Bannerghatta Road,2932,5.0,195.0,4
875,Bannerghatta Road,1450,3.0,44.0,3
876,Bannerghatta Road,1625,2.0,75.0,3
877,Bannerghatta Road,960,2.0,58.0,2
878,Bannerghatta Road,1750,3.0,130.0,3
879,Bannerghatta Road,1275,2.0,73.0,2
880,Bannerghatta Road,1430,3.0,59.0,3
881,Bannerghatta Road,1240,2.0,71.0,2
882,Bannerghatta Road,1305,2.0,60.0,3
883,Bannerghatta Road,1215,2.0,68.0,2
884,Bannerghatta Road,1215,2.0,68.0,2
885,Bannerghatta Road,1894,3.0,115.0,3
886,Bannerghatta Road,1655,2.0,62.89,3
887,Bannerghatta Road,1693,3.0,89.0,3
888,Bannerghatta Road,1280,2.0,60.16,2
889,Bannerghatta Road,3230,5.0,165.0,4
890,Bannerghatta Road,630,1.0,35.0,1
891,Bannerghatta Road,1215,2.0,68.0,2
892,Bannerghatta Road,1365,3.0,76.18,3
893,Bannerghatta Road,1115,2.0,78.0,2
894,Bannerghatta Road,1535,3.0,60.0,3
895,Bannerghatta Road,1655,3.0,90.0,3
896,Bannerghatta Road,1247,2.0,47.39,2
897,Bannerghatta Road,1650,3.0,94.0,3
898,Bannerghatta Road,905,2.0,65.0,2
899,Bannerghatta Road,1000,2.0,50.0,2
900,Bannerghatta Road,2185,3.0,120.0,4
901,Bannerghatta Road,1012,2.0,45.0,2
902,Bannerghatta Road,1725,3.0,85.0,3
903,Bannerghatta Road,1460,2.0,80.0,3
904,Bannerghatta Road,1340,2.0,85.0,2
905,Bannerghatta Road,1711,3.0,125.0,3
906,Bannerghatta Road,1520,2.0,81.0,3
907,Bannerghatta Road,2826,3.0,148.0,3
908,Bannerghatta Road,1115,2.0,61.0,2
909,Bannerghatta Road,1154,2.0,47.0,2
910,Bannerghatta Road,1000,2.0,44.5,2
911,Bannerghatta Road,1250,2.0,48.0,2
912,Bannerghatta Road,1640,3.0,105.0,3
913,Bannerghatta Road,1656,2.0,62.93,3
914,Bannerghatta Road,1012,2.0,44.0,2
915,Bannerghatta Road,1527,3.0,115.0,3
916,Bannerghatta Road,1660,3.0,85.0,3
917,Bannerghatta Road,1880,3.0,96.5,3
918,Bannerghatta Road,1550,3.0,96.0,3
919,Bannerghatta Road,1200,2.0,78.0,2
920,Bannerghatta Road,1885,3.0,125.0,3
921,Bannerghatta Road,1453,2.0,73.0,3
922,Bannerghatta Road,1450,2.0,78.0,3
923,Bannerghatta Road,700,1.0,31.2,1
924,Bannerghatta Road,1630,3.0,68.0,3
925,Bannerghatta Road,1400,3.0,69.0,3
926,Bannerghatta Road,905,2.0,58.0,2
927,Bannerghatta Road,1465,2.0,75.0,3
928,Bannerghatta Road,1920,3.0,122.0,3
929,Bannerghatta Road,2400,4.0,180.0,4
930,Bannerghatta Road,1660,3.0,80.0,3
931,Bannerghatta Road,1270,2.0,45.0,2
932,Bannerghatta Road,1520,2.0,80.0,3
933,Bannerghatta Road,1270,2.0,73.0,3
934,Bannerghatta Road,1846,3.0,120.0,3
935,Bannerghatta Road,3000,4.0,140.0,4
936,Bannerghatta Road,1655,3.0,95.0,3
937,Bannerghatta Road,1206,2.0,53.0,2
938,Bannerghatta Road,1150,2.0,55.0,2
939,Bannerghatta Road,1215,2.0,65.0,2
940,Bannerghatta Road,1510,2.0,110.0,3
941,Bannerghatta Road,1022,2.0,35.0,2
942,Bannerghatta Road,1246,2.0,47.35,2
943,Bannerghatta Road,1470,2.0,85.0,3
944,Bannerghatta Road,1160,2.0,45.0,2
945,Bannerghatta Road,970,2.0,57.0,2
946,Bannerghatta Road,1527,3.0,142.0,3
947,Basavangudi,1500,2.0,143.0,3
948,Basavangudi,1850,3.0,168.0,3
949,Basavangudi,1036,2.0,105.0,2
950,Basavangudi,2600,4.0,260.0,4
951,Basavangudi,1600,2.0,160.0,3
952,Basavangudi,1560,2.0,145.0,2
953,Basavangudi,1825,3.0,175.0,3
954,Basavangudi,1800,3.0,195.0,3
955,Basavangudi,1100,2.0,93.0,2
956,Basavangudi,1050,2.0,103.0,2
957,Basavangudi,1350,2.0,130.0,3
958,Basavangudi,1485,3.0,140.0,3
959,Basavangudi,1180,2.0,124.0,2
960,Basavangudi,1600,3.0,130.0,3
961,Basavangudi,1200,2.0,120.0,2
962,Basavangudi,1850,3.0,150.0,3
963,Basavangudi,2453,3.0,250.0,4
964,Basaveshwara Nagar,4500,5.0,415.0,5
965,Basaveshwara Nagar,1865,3.0,145.0,3
966,Basaveshwara Nagar,1200,2.0,90.0,2
967,Basaveshwara Nagar,2400,4.0,310.0,5
968,Basaveshwara Nagar,1200,2.0,80.0,2
969,Basaveshwara Nagar,900,2.0,60.0,2
970,Basaveshwara Nagar,1900,3.0,150.0,3
971,Basaveshwara Nagar,1200,2.0,85.0,2
972,Basaveshwara Nagar,1200,2.0,70.0,2
973,Battarahalli,1200,2.0,65.0,2
974,Battarahalli,1779,3.0,89.61,3
975,Battarahalli,1300,2.0,50.0,2
976,Battarahalli,1945,3.0,97.42,3
977,Battarahalli,1777,3.0,100.0,3
978,Battarahalli,1135,2.0,43.0,2
979,Battarahalli,1276,2.0,45.0,2
980,Battarahalli,1880,3.0,94.36,3
981,Battarahalli,1071,2.0,62.0,2
982,Battarahalli,1165,2.0,43.0,2
983,Battarahalli,1636,2.0,82.89,2
984,Battarahalli,1779,3.0,90.0,3
985,Battarahalli,1516,3.0,65.0,3
986,Battarahalli,1090,2.0,38.37,2
987,Battarahalli,2082,3.0,104.0,3
988,Battarahalli,2024,3.0,103.0,3
989,Battarahalli,1097,2.0,49.0,2
990,Begur,1664,4.0,65.0,4
991,Begur,1419,2.0,59.0,3
992,Begur,1580,3.0,75.0,3
993,Begur,1559,3.0,63.0,3
994,Begur,1445,2.0,47.1,3
995,Begur,1475,2.0,74.0,3
996,Begur,3500,4.0,185.0,3
997,Begur,1100,2.0,55.0,2
998,Begur,1306,2.0,65.0,2
999,Begur,1304,3.0,65.0,3
1000,Begur,1411,2.0,60.0,3
1001,Begur,815,2.0,40.0,2
1002,Begur,1443,2.0,70.0,3
1003,Begur Road,1200,2.0,44.0,2
1004,Begur Road,1200,2.0,46.8,2
1005,Begur Road,1160,2.0,44.0,2
1006,Begur Road,1584,3.0,65.0,3
1007,Begur Road,1500,2.0,54.0,3
1008,Begur Road,1615,3.0,59.76,3
1009,Begur Road,1200,2.0,43.2,2
1010,Begur Road,1160,2.0,44.08,2
1011,Begur Road,1200,2.0,45.0,2
1012,Begur Road,1615,3.0,60.0,3
1013,Begur Road,1410,2.0,53.0,3
1014,Begur Road,1200,2.0,37.8,2
1015,Begur Road,1160,2.0,40.59,2
1016,Begur Road,1260,2.0,46.62,2
1017,Begur Road,1600,3.0,58.14,3
1018,Begur Road,1410,2.0,44.42,3
1019,Begur Road,1160,2.0,36.0,2
1020,Begur Road,1500,2.0,70.0,3
1021,Begur Road,1160,2.0,42.0,2
1022,Begur Road,1240,2.0,39.06,2
1023,Begur Road,1200,2.0,45.0,2
1024,Begur Road,1500,2.0,55.0,3
1025,Begur Road,1410,2.0,52.17,3
1026,Begur Road,1615,3.0,58.0,3
1027,Begur Road,1583,3.0,74.4,3
1028,Begur Road,1170,2.0,46.0,2
1029,Begur Road,1160,2.0,42.92,2
1030,Begur Road,1410,2.0,52.17,3
1031,Begur Road,1410,2.0,50.06,3
1032,Begur Road,1565,2.0,59.76,3
1033,Begur Road,1160,2.0,42.0,2
1034,Begur Road,1400,2.0,50.06,3
1035,Begur Road,1410,2.0,53.58,3
1036,Begur Road,1200,2.0,45.0,2
1037,Begur Road,1200,2.0,42.6,2
1038,Begur Road,1160,2.0,42.0,2
1039,Begur Road,1334,2.0,42.69,2
1040,Begur Road,1565,2.0,57.91,3
1041,Begur Road,1200,2.0,45.6,2
1042,Begur Road,1215,2.0,43.13,2
1043,Begur Road,1160,2.0,36.54,2
1044,Begur Road,1615,3.0,50.87,3
1045,Begur Road,1200,2.0,44.4,2
1046,Begur Road,1565,2.0,49.3,3
1047,Begur Road,1260,2.0,39.69,2
1048,Begur Road,1160,2.0,44.0,2
1049,Begur Road,1410,2.0,49.34,3
1050,Begur Road,952,2.0,42.0,2
1051,Begur Road,1565,2.0,56.34,3
1052,Begur Road,1565,2.0,56.0,3
1053,Begur Road,1200,2.0,42.0,2
1054,Begur Road,1240,2.0,45.88,2
1055,Begur Road,1200,3.0,50.0,3
1056,Begur Road,1410,2.0,44.42,3
1057,Begur Road,1200,2.0,44.0,2
1058,Begur Road,1500,2.0,47.25,3
1059,Begur Road,1100,2.0,42.6,2
1060,Begur Road,1565,2.0,57.91,3
1061,Begur Road,1200,2.0,44.4,2
1062,Begur Road,1160,2.0,36.54,2
1063,Begur Road,1215,2.0,43.75,2
1064,Begur Road,1200,2.0,44.73,2
1065,Begur Road,1160,2.0,42.0,2
1066,Begur Road,1410,2.0,54.99,3
1067,Bellandur,1767,3.0,103.0,3
1068,Bellandur,1205,2.0,66.0,2
1069,Bellandur,1250,2.0,76.0,2
1070,Bellandur,1000,2.0,50.0,2
1071,Bellandur,1281,2.0,74.0,2
1072,Bellandur,921,2.0,40.0,2
1073,Bellandur,2025,4.0,109.0,4
1074,Bellandur,1490,2.0,98.0,3
1075,Bellandur,1398,3.0,68.0,3
1076,Bellandur,2039,3.0,168.0,3
1077,Bellandur,1605,3.0,85.0,3
1078,Bellandur,1692,3.0,88.0,3
1079,Bellandur,1220,2.0,60.0,2
1080,Bellandur,1299,2.0,82.0,2
1081,Bellandur,900,2.0,56.0,2
1082,Bellandur,1350,2.0,79.0,2
1083,Bellandur,1286,2.0,57.0,2
1084,Bellandur,3016,4.0,230.0,4
1085,Bellandur,1457,2.0,85.0,2
1086,Bellandur,1195,2.0,51.0,2
1087,Bellandur,1050,2.0,72.0,2
1088,Bellandur,3600,4.0,260.0,4
1089,Bellandur,1310,2.0,72.0,2
1090,Bellandur,924,2.0,35.11,2
1091,Bellandur,1785,3.0,118.0,3
1092,Bellandur,1051,2.0,60.0,2
1093,Bellandur,1450,3.0,68.0,3
1094,Bellandur,1060,2.0,65.0,2
1095,Bellandur,1100,2.0,62.0,2
1096,Bellandur,1550,2.0,59.0,2
1097,Bellandur,924,2.0,35.11,2
1098,Bellandur,1400,2.0,44.81,3
1099,Bellandur,1685,3.0,100.0,3
1100,Bellandur,982,2.0,55.0,2
1101,Bellandur,981,2.0,37.28,2
1102,Bellandur,1205,2.0,59.0,2
1103,Bellandur,1063,2.0,58.0,2
1104,Bellandur,1201,2.0,59.99,2
1105,Bellandur,1325,2.0,65.0,2
1106,Bellandur,1281,2.0,87.0,2
1107,Bellandur,2000,3.0,85.0,3
1108,Bellandur,1200,2.0,52.0,2
1109,Bellandur,1785,3.0,120.0,3
1110,Bellandur,1088,2.0,48.0,2
1111,Bellandur,1310,2.0,85.0,2
1112,Bellandur,982,2.0,37.28,2
1113,Bellandur,1465,3.0,90.0,2
1114,Bellandur,1767,3.0,109.0,3
1115,Bellandur,924,2.0,35.11,2
1116,Bellandur,3600,4.0,245.0,4
1117,Bellandur,1170,2.0,46.79,2
1118,Bellandur,1150,2.0,69.44,2
1119,Bellandur,1200,2.0,45.0,2
1120,Bellandur,1830,3.0,90.0,3
1121,Bellandur,1410,3.0,92.0,2
1122,Bellandur,950,2.0,35.0,2
1123,Bellandur,1015,2.0,60.0,2
1124,Bellandur,2500,4.0,112.0,3
1125,Bellandur,1685,3.0,101.0,3
1126,Bellandur,1735,3.0,105.0,3
1127,Bellandur,1685,3.0,115.0,3
1128,Bellandur,1846,3.0,135.0,3
1129,Bellandur,1049,2.0,51.0,2
1130,Bellandur,1350,2.0,63.0,3
1131,Bellandur,1211,2.0,63.0,2
1132,Bellandur,1717,3.0,110.0,3
1133,Bellandur,1420,3.0,62.0,3
1134,Bellandur,1185,2.0,47.39,2
1135,Bellandur,1200,2.0,62.0,2
1136,Bellandur,1767,3.0,89.0,3
1137,Bellandur,1830,3.0,89.0,3
1138,Bellandur,2400,3.0,115.0,3
1139,Bellandur,1251,2.0,47.0,2
1140,Bellandur,1665,3.0,85.0,3
1141,Bellandur,960,2.0,48.0,2
1142,Bellandur,1690,2.0,116.0,3
1143,Bellandur,950,1.0,40.0,1
1144,Bellandur,850,2.0,45.0,2
1145,Bellandur,1454,2.0,90.0,2
1146,Bellandur,1830,3.0,91.86,3
1147,Bellandur,1195,2.0,52.0,2
1148,Bellandur,1435,2.0,115.0,3
1149,Bellandur,1830,3.0,89.89,3
1150,Bellandur,1260,2.0,83.5,2
1151,Bellandur,1535,3.0,90.0,3
1152,Bellandur,1047,2.0,75.0,2
1153,Bellandur,1096,2.0,40.0,2
1154,Bellandur,1262,2.0,47.0,2
1155,Benson Town,3200,4.0,350.0,3
1156,Benson Town,4460,5.0,650.0,4
1157,Benson Town,1750,3.0,150.0,3
1158,Benson Town,2850,4.0,470.0,3
1159,Benson Town,1300,2.0,120.0,2
1160,Benson Town,1567,3.0,140.0,2
1161,Benson Town,3633,6.0,550.0,4
1162,Benson Town,1805,3.0,280.0,3
1163,Bharathi Nagar,1322,2.0,68.0,2
1164,Bharathi Nagar,1351,2.0,70.0,2
1165,Bharathi Nagar,1384,2.0,59.0,2
1166,Bharathi Nagar,1351,2.0,74.0,2
1167,Bharathi Nagar,1432,2.0,68.0,2
1168,Bharathi Nagar,1664,3.0,69.89,3
1169,Bharathi Nagar,1349,2.0,56.7,2
1170,Bharathi Nagar,1328,2.0,69.0,2
1171,Bharathi Nagar,1300,2.0,55.86,2
1172,Bhoganhalli,1670,3.0,99.0,3
1173,Bhoganhalli,2119,4.0,111.0,4
1174,Bhoganhalli,1718,3.0,90.2,3
1175,Bhoganhalli,1444,2.0,75.97,2
1176,Bhoganhalli,1447,2.0,75.97,2
1177,Bhoganhalli,1447,2.0,75.97,2
1178,Bhoganhalli,1610,3.0,84.53,3
